-0.207197, -0.407197
-0.201113, -0.404628
-0.203174, -0.410273
-0.192797, -0.403217
-0.191289, -0.405191
-0.177017, -0.393837
-0.178087, -0.398421
-0.177334, -0.401118
-0.184982, -0.412842
-0.17055, -0.400859
-0.167328, -0.400868
-0.166762, -0.403773
-0.160357, -0.400217
-0.15867, -0.401856
-0.152676, -0.398627
-0.146037, -0.394579
-0.149043, -0.401528
-0.124626, -0.376747
-0.135444, -0.392754
-0.15067, -0.414228
-0.119792, -0.381113
-0.117188, -0.381377
-0.131366, -0.401979
-0.11797, -0.389176
-0.116682, -0.39107
-0.11656, -0.394426
-0.0986098, -0.375404
-0.110447, -0.3938
-0.0907859, -0.372189
-0.102675, -0.390911
-0.105448, -0.398067
-0.0997234, -0.394156
-0.0818229, -0.373992
-0.0893935, -0.387545
-0.0822608, -0.381454
-0.0822213, -0.384901
-0.0776092, -0.382096
-0.072235, -0.378158
-0.0741271, -0.384312
-0.0678174, -0.378953
-0.0722168, -0.388766
-0.0695366, -0.388535
-0.0524024, -0.367248
-0.0650808, -0.389323
-0.061178, -0.387212
-0.0521695, -0.377398
-0.0567082, -0.387844
-0.0519183, -0.384239
-0.0393157, -0.368514
-0.0326049, -0.361625
-0.0453133, -0.385065
-0.0351847, -0.372745
-0.037146, -0.379513
-0.028036, -0.368502
-0.0285665, -0.372987
-0.0191801, -0.361198
-0.0224689, -0.370251
-0.0187111, -0.36762
-0.0196422, -0.372878
-0.0222678, -0.381129
-0.0100527, -0.363822
-0.0179987, -0.381419
-0.0104675, -0.372
-0.00092195, -0.358772
-0.0119763, -0.382415
-0.00426461, -0.372325
-0.00733584, -0.381865
-0.00230463, -0.376507
0.00525005, -0.366271
0.00440139, -0.371772
0.0120387, -0.36107
0.0069406, -0.374848
0.0166153, -0.359913
0.0153386, -0.366361
0.0140974, -0.372863
0.0251095, -0.354643
0.0213034, -0.366382
0.021043, -0.371016
0.0258063, -0.365205
0.0332774, -0.353502
0.0298931, -0.364795
0.0393782, -0.348415
0.0416085, -0.347558
0.036445, -0.363079
0.0393335, -0.360863
0.0385759, -0.366864
0.0383025, -0.371879
0.0443545, -0.362275
0.0500164, -0.353339
0.0542662, -0.347536
0.0502809, -0.361454
0.054948, -0.354554
0.0496735, -0.372071
0.0564951, -0.359698
0.052046, -0.375603
0.0639653, -0.349813
0.0642045, -0.353759
0.0592662, -0.37146
0.0708502, -0.345427
0.0748539, -0.339223
0.0783232, -0.334304
0.0685026, -0.366251
0.0745541, -0.354248
0.0790788, -0.346265
0.0747315, -0.363806
0.0799181, -0.35375
0.0874623, -0.33634
0.0833366, -0.353793
0.0824475, -0.361789
0.092415, -0.336095
0.0873107, -0.357405
0.0874746, -0.362391
0.0884009, -0.365024
0.092748, -0.356359
0.094152, -0.357337
0.0995089, -0.344769
0.0949075, -0.366501
0.106218, -0.332524
0.105207, -0.341812
0.107222, -0.340306
0.106092, -0.35047
0.108881, -0.346093
0.107731, -0.356779
0.113525, -0.340495
0.113762, -0.345882
0.113115, -0.355072
0.115973, -0.349997
0.116421, -0.354947
0.119669, -0.34795
0.122091, -0.344307
0.121555, -0.353842
0.125717, -0.342127
0.126842, -0.344181
0.129075, -0.340987
0.130104, -0.343548
0.131175, -0.346008
0.13381, -0.340518
0.136018, -0.337002
0.134879, -0.351359
0.139323, -0.335548
0.137919, -0.352077
0.13995, -0.349468
0.145817, -0.323784
0.146562, -0.328119
0.146523, -0.337642
0.14598, -0.350974
0.149663, -0.336811
0.152076, -0.330523
0.155225, -0.318592
0.155921, -0.323887
0.156728, -0.328681
