-5.22703, -5.42702
-5.18642, -5.43364
-5.1287, -5.42253
-5.0884, -5.4287
-5.03033, -5.41616
-4.9861, -5.41747
-4.96007, -5.43758
-4.90276, -5.42439
-4.87346, -5.44061
-4.81644, -5.42675
-4.76471, -5.41803
-4.73269, -5.43047
-4.69031, -5.43124
-4.64881, -5.43263
-4.5999, -5.4253
-4.56577, -5.43432
-4.51991, -5.42963
-4.47771, -5.42875
-4.436, -5.42806
-4.38752, -5.41899
-4.36943, -5.44563
-4.373, -5.49843
-4.37871, -5.55441
-4.36768, -5.59056
-4.37573, -5.65055
-4.3921, -5.72163
-4.38331, -5.76201
-4.37527, -5.80371
-4.38284, -5.86577
-4.3731, -5.90624
-4.37412, -5.9611
-4.37432, -6.01553
-4.3813, -6.07959
-4.33461, -6.07258
-4.30754, -6.0916
-4.25994, -6.0826
-4.22082, -6.08473
-4.18271, -6.08796
-4.14643, -6.09347
-4.09258, -6.07386
-4.05385, -6.07512
-1.05654, -1.8113
-1.05114, -1.82042
-1.04276, -1.82523
-1.02116, -1.81045
-1.01306, -1.81547
-1.00481, -1.82028
-0.989218, -1.81386
-0.986339, -1.8268
-0.960405, -1.80405
-0.952468, -1.80901
-0.938782, -1.80486
-0.941199, -1.8263
-0.921591, -1.81247
-0.911123, -1.81319
-0.901062, -1.81449
-0.886839, -1.8088
-0.881548, -1.81792
-0.875795, -1.82634
-0.855224, -1.80942
-0.845522, -1.8109
-0.83559, -1.81191
-0.823962, -1.80985
-0.827501, -1.83474
-0.824294, -1.84788
-0.830572, -1.87848
-0.824093, -1.88614
-0.82147, -1.90105
-0.822985, -1.92395
-0.827261, -1.9525
-0.816489, -1.95266
-0.94959, -2.23207
-0.946334, -2.24981
-0.937379, -2.25652
-0.942081, -2.29066
-0.94081, -2.31333
-0.938019, -2.33328
-0.947356, -2.37872
-0.941689, -2.3936
-0.945957, -2.42978
-0.94815, -2.46221
-0.953544, -2.50223
-0.942871, -2.5078
-0.952378, -2.55818
-0.945771, -2.57344
-0.94027, -2.59146
-0.940268, -2.62244
-0.942777, -2.65989
-0.941013, -2.68806
-0.943934, -2.72797
-0.949505, -2.77515
-0.945176, -2.79918
-0.945803, -2.83596
-0.94324, -2.86555
-0.946952, -2.91171
-0.945152, -2.94475
-0.94681, -2.98754
-0.939187, -3.00683
-0.94135, -3.05268
-0.942254, -3.09622
-0.94221, -3.1382
-0.948799, -3.19967
-0.940208, -3.21985
-0.937184, -3.25639
-0.943838, -3.32195
-0.944788, -3.37244
-0.939071, -3.40433
-0.939755, -3.45642
-0.945645, -3.52593
-0.940459, -3.56279
-0.94128, -3.61968
-0.941091, -3.67491
-0.943045, -3.73873
-0.9462, -3.80841
-0.940388, -3.84988
-0.940821, -3.91398
-0.939696, -3.97459
-0.938895, -4.03822
-0.945082, -4.12903
-0.936478, -4.16855
-0.932339, -4.22595
-0.939799, -4.32926
-0.940337, -4.40936
-0.942148, -4.49722
-0.940226, -4.5732
-0.938543, -4.65284
-0.937165, -4.73663
-0.935206, -4.82105
-0.93416, -4.91259
-0.935271, -5.01717
-0.938003, -5.1332
-0.937312, -5.23814
-0.934383, -5.33686
-0.936893, -5.46583
-0.933786, -5.57273
-0.912673, -5.59379
-0.885075, -5.58222
-0.855692, -5.56049
-0.833459, -5.57604
-0.811402, -5.59313
-0.785311, -5.58797
-0.760247, -5.58831
-0.735558, -5.59067
-0.727567, -5.69548
-0.728686, -5.86349
