-21, 9, 0
-21, 9, 0
-20.9906, 9, 0.000437205
-20.9713, 8.99999, -0.00101331
-20.9513, 8.99995, -0.00370064
-20.9312, 8.99986, -0.00605629
-20.9112, 8.99973, -0.0069049
-20.8912, 8.99958, -0.00871841
-20.8712, 8.9994, -0.00906016
-20.8412, 8.99908, -0.0113989
-20.8212, 8.99883, -0.0130055
-20.8013, 8.99858, -0.0135325
-20.7813, 8.99832, -0.010142
-20.7613, 8.99812, -0.0102746
-20.7313, 8.99787, -0.00653403
-20.7113, 8.99775, -0.00397965
-20.6913, 8.99768, -0.0031593
-20.6713, 8.99762, -0.00298208
-20.6513, 8.99757, -0.0024322
-20.6313, 8.99754, -0.000863061
-20.6113, 8.99754, 0.0014371
-20.5813, 8.99759, 0.00202726
-20.5613, 8.99764, 0.00376146
-20.5413, 8.99772, 0.00434606
-20.5212, 8.9978, 0.00286665
-20.4912, 8.99787, 0.00114635
-20.4712, 8.99789, -0.00159271
-20.4412, 8.99786, -0.00162498
-20.4212, 8.99784, -0.000203929
-20.4012, 8.99784, -0.000286963
-20.3812, 8.99785, 0.00109913
-20.3512, 8.99788, 0.00172081
-20.3312, 8.99792, 0.000451773
-20.3112, 8.99793, 0.000379481
-20.2912, 8.99796, 0.00296839
-20.2712, 8.99802, 0.00331063
-20.2412, 8.99808, 0.000879784
-20.2212, 8.99809, -7.50233e-05
-20.2012, 8.99809, 0.000271621
-20.1812, 8.99811, 0.000541293
-20.1612, 8.99814, 0.00310973
-20.1412, 8.99821, 0.004812
-20.1212, 8.9983, 0.00371196
-20.1012, 8.99836, 0.00110549
-20.0812, 8.99837, 0.000869854
-20.0612, 8.99839, 0.000722869
-20.0312, 8.99845, 0.00260599
-20.0112, 8.9985, 0.00127562
-19.9912, 8.99852, 0.000554572
-19.9712, 8.99852, 0.000998159
-19.9512, 8.99856, 0.00317993
-19.9312, 8.99863, 0.00367278
-19.9112, 8.9987, 0.0043739
-19.8812, 8.99881, 0.00307761
-19.8612, 8.99885, 0.00128511
-19.8412, 8.99889, 0.00105435
-19.8212, 8.99889, -0.000295247
-19.8012, 8.99888, -0.000501831
-19.7712, 8.9989, 0.00133949
-19.7512, 8.99893, 0.00148533
-19.7312, 8.99895, 0.00106286
-19.7112, 8.99896, -0.000206597
-19.6912, 8.99894, -0.00130899
-19.6712, 8.99894, 0.000916246
-19.6512, 8.99896, 0.0011293
-19.6312, 8.99898, -0.000738155
-19.6112, 8.99896, 0.000153792
-19.5812, 8.99895, 0.000634996
-19.5612, 8.99898, 0.00158702
-19.5412, 8.99902, 0.00197603
-19.5212, 8.99905, 0.0008322
-19.5012, 8.99905, -0.000966473
-19.4812, 8.99904, 8.68382e-06
-19.4612, 8.99906, 0.00204604
-19.4312, 8.99914, 0.00291586
-19.4112, 8.99919, 0.00318314
-19.3912, 8.99925, 0.00289552
-19.3712, 8.9993, 0.002663
-19.3512, 8.99934, 0.000827947
-19.3312, 8.99935, 0.00125849
-19.3112, 8.99936, 0.0011729
-19.2912, 8.99936, -0.00152455
-19.2612, 8.99932, -0.000587051
-19.2412, 8.99932, -0.00126068
-19.2212, 8.9993, -0.000198939
-19.2012, 8.9993, 0.000451542
-19.1812, 8.99932, 5.79331e-05
-19.1612, 8.99931, -0.00084273
