-21, 9, 0
-20.9238, 8.99939, -0.0225482
-20.8239, 8.99471, -0.0700537
-20.7243, 8.98546, -0.116183
-20.6251, 8.97291, -0.129618
-20.526, 8.95972, -0.136399
-20.4269, 8.94599, -0.139929
-20.328, 8.93158, -0.151082
-20.2291, 8.91627, -0.158279
-20.1304, 8.90041, -0.155485
-20.0316, 8.88511, -0.150385
-19.9327, 8.87034, -0.147552
-19.8338, 8.85577, -0.145048
-19.7347, 8.84176, -0.134027
-19.6355, 8.8291, -0.121392
-19.5362, 8.81746, -0.111557
-19.4368, 8.80684, -0.100921
-19.3372, 8.79726, -0.0890995
-19.2376, 8.78874, -0.0853079
-19.1379, 8.78099, -0.0726416
-19.0381, 8.77429, -0.0655122
-18.9383, 8.76846, -0.050247
-18.8384, 8.76396, -0.0411949
-18.7385, 8.75989, -0.0383599
-18.6385, 8.75674, -0.0264363
-18.5386, 8.75457, -0.0187521
-18.4386, 8.75318, -0.00741524
-18.3386, 8.75257, -0.00875225
-18.2386, 8.7519, -0.00340209
-18.1386, 8.75146, -0.00391739
-18.0386, 8.75114, -0.00492444
-17.9386, 8.75031, -0.00850626
-17.8386, 8.74965, -0.00774666
-17.7386, 8.74804, -0.0218791
-17.6386, 8.74507, -0.0395647
-17.5387, 8.7401, -0.0604521
-17.439, 8.7332, -0.0781071
-17.3394, 8.72444, -0.0994977
-17.2399, 8.71375, -0.11407
-17.1407, 8.70133, -0.133807
-17.0417, 8.68721, -0.149138
-16.9429, 8.6718, -0.162622
-16.8443, 8.65543, -0.162416
-16.7455, 8.63958, -0.157336
-16.6467, 8.62422, -0.152073
-16.5478, 8.60923, -0.148206
-16.4489, 8.59488, -0.142331
-16.3498, 8.58101, -0.136619
-16.2508, 8.56752, -0.135938
-16.1516, 8.55456, -0.113001
-16.0522, 8.54344, -0.105657
-15.9527, 8.53367, -0.0948563
-15.8531, 8.52451, -0.0793653
-15.7534, 8.51713, -0.0703227
-15.6537, 8.51013, -0.0690069
-15.5539, 8.50345, -0.0652646
-15.4541, 8.49712, -0.0729324
-15.3546, 8.48747, -0.118932
-15.2556, 8.47305, -0.170849
-15.1572, 8.45503, -0.180916
-15.0589, 8.4371, -0.177
-14.9604, 8.41962, -0.17706
-14.8619, 8.40229, -0.17098
-14.7634, 8.38542, -0.166651
-14.6647, 8.36924, -0.160243
-14.5659, 8.35349, -0.156351
-14.4671, 8.33786, -0.15385
-14.3683, 8.32295, -0.146127
-14.2692, 8.30899, -0.135807
-14.1701, 8.29606, -0.125248
-14.0708, 8.28373, -0.122088
-13.9716, 8.27182, -0.116865
-13.938, 8.26787, -0.117105
